count,hate_speech,offensive_language,neither,class,tweet,tweet_length,cleaned_tweet,preprocessed_tweet,label
3,0,0,3,Neither,"RT @SportsNation: So, Yanks have signed Brian McCann &amp; Jacoby Ellsbury. Rumor has it, they still want Robinson Cano, Babe Ruth, Miguel Cabr&#8230;",150,so yanks have signed brian mccann amp jacoby ellsbury rumor has it they still want robinson cano babe ruth miguel cabr,yank signed brian mccann amp jacoby ellsbury rumor still want robinson cano babe ruth miguel cabr,2
3,2,1,0,Hate Speech,I can't fuck any ol bitch niggas be desert dicks out here&#128557;,66,i cant fuck any ol bitch niggas be desert dicks out here,cant fuck ol bitch nigga desert dick,0
3,0,0,3,Neither,"@KenSuttling You remember,it used to be funny coloured paper.",61,you rememberit used to be funny coloured paper,rememberit used funny coloured paper,2
3,0,3,0,Offensive Language,My hobbies consist of sleeping &amp; subtweeting about random people from school that don't even know me because I'm a judgemental bitch,136,my hobbies consist of sleeping amp subtweeting about random people from school that dont even know me because im a judgemental bitch,hobby consist sleeping amp subtweeting random people school dont even know im judgemental bitch,1
3,0,3,0,Offensive Language,Spring is almost here.. &#171;@Me1st_u_last I realized that my collection of hoes has severely decreased &#128530;&#128530;&#128530;&#128530;&#187;,147,spring is almost here i realized that my collection of hoes has severely decreased,spring almost realized collection hoe severely decreased,1
4,1,3,0,Offensive Language,Am zoneing they say I'm possessed it's a omen I keep 300 like the Romans with 300 bitches with the trojans I been a menace for the longest.,139,am zoneing they say im possessed its a omen i keep like the romans with bitches with the trojans i been a menace for the longest,zoneing say im possessed omen keep like roman bitch trojan menace longest,1
6,0,2,4,Neither,Omer Asik so trash on the offensive side of the floor dude real life murky doo doo water,88,omer asik so trash on the offensive side of the floor dude real life murky doo doo water,omer asik trash offensive side floor dude real life murky doo doo water,2
3,0,3,0,Offensive Language,RT @bigshaadswerver: Yu take this money we gon throw a party on that pussy,74,yu take this money we gon throw a party on that pussy,yu take money gon throw party pussy,1
3,0,0,3,Neither,(U-turns on yellow) &#161;NO ACEPTAR ESTE LUZ ROJO! (&#9835; Lights taking too long make me bilingual &#9835;),110,uturns on yellow no aceptar este luz rojo lights taking too long make me bilingual,uturns yellow aceptar este luz rojo light taking long make bilingual,2
3,0,3,0,Offensive Language,"RT @BasedDizenn: line my shit up with god cards, bitch http://t.co/lQ0XIUqJmR",77,line my shit up with god cards bitch,line shit god card bitch,1
3,0,3,0,Offensive Language,RT @xoxo_Nieceyy: Lol Imma start handing out guides &amp; manuals cause you bitches wanna be me so bad &#128514;&#128553;&#9995;&#128129;,137,lol imma start handing out guides amp manuals cause you bitches want to be me so bad,lol imma start handing guide amp manual cause bitch want bad,1
3,0,3,0,Offensive Language,Photo: Ima boss ass bitch. &#128128;&#128128;&#128128; #turntup #webad #wepretty #gayvegas #rupaulsdragrace #barb #minaj... http://t.co/4l4WtsNkIg,146,photo ima boss ass bitch turntup webad wepretty gayvegas rupaulsdragrace barb minaj,photo ima bos as bitch turntup webad wepretty gayvegas rupaulsdragrace barb minaj,1
3,0,3,0,Offensive Language,"RT @ElderLWM: And Black women need to stop referring to themselves and other sisters as ""hoes"" &amp; ""Bitches""..... It really ain't a good look&#8230;",150,and black women need to stop referring to themselves and other sisters as hoes amp bitches it really aint a good look,black woman need stop referring sister hoe amp bitch really aint good look,1
3,0,3,0,Offensive Language,All these touch screen phones and hoe u still got flipped http://t.co/G3MUxm2ldx,80,all these touch screen phones and hoe u still got flipped,touch screen phone hoe u still got flipped,1
3,0,3,0,Offensive Language,@thereal_EMandM ain't like I have anything to do bitch boy lol.,63,aint like i have anything to do bitch boy lol,aint like anything bitch boy lol,1
3,0,3,0,Offensive Language,RT @SLeyTMF: I aint nun to cut that bitch off,45,i aint nun to cut that bitch off,aint nun cut bitch,1
3,0,0,3,Neither,RT @DIYcookery: Godiva Chocolate Dipped Oreos &#128523; http://t.co/OSYPnadYtO,78,godiva chocolate dipped oreos,godiva chocolate dipped oreo,2
3,0,3,0,Offensive Language,But not prettier than Amber's. RT @YumiYoko: Her pussy is pretty,64,but not prettier than ambers her pussy is pretty,prettier amber pussy pretty,1
3,0,3,0,Offensive Language,hell yeah I'm being a pussy cat today.. don't forget a sexy one,63,hell yeah im being a pussy cat today dont forget a sexy one,hell yeah im pussy cat today dont forget sexy one,1
3,0,0,3,Neither,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/sPVogfyXZT,109,best asian massage on the park slope top rated spa,best asian massage park slope top rated spa,2
3,0,3,0,Offensive Language,RT @thereal_EMandM: @red_is_raw so is your pussy lmao,53,so is your pussy lmao,pussy lmao,1
3,0,3,0,Offensive Language,I bitch a lot but it's coo,26,i bitch a lot but its coo,bitch lot coo,1
6,2,4,0,Offensive Language,RT @sarcassmlol: &#8220;jinkies i lost my glasses!&#8221; - velma in every fucking episode of scooby doo like damn bitch get contacts,133,jinkies i lost my glasses velma in every fucking episode of scooby doo like damn bitch get contacts,jinkies lost glass velma every fucking episode scooby doo like damn bitch get contact,1
3,0,3,0,Offensive Language,"&#8220;@TKetterhagen: &#8220;@lars_matthews: &#8220;@Nspan17: I really only like like 3 people in this town, everyone else is a faggot&#8221; me&#8221; me&#8221; me",164,i really only like like people in this town everyone else is a faggot me me me,really like like people town everyone else faggot,1
3,0,0,3,Neither,RT @danicafjelstul: If you ain't a gator you're gator bait &#128076;,68,if you aint a gator youre gator bait,aint gator youre gator bait,2
3,0,1,2,Neither,RT @it_itt: @docrocktex26 doing nothing as an agenda. unbelievable that the Dems failed to use that against the teabaggers. @AfricanPrinces&#8230;,146,doing nothing as an agenda unbelievable that the dems failed to use that against the teabaggers,nothing agenda unbelievable dems failed use teabaggers,2
3,0,0,3,Neither,The boy who shot albino deer http://t.co/D4XajBEIb1,51,the boy who shot albino deer,boy shot albino deer,2
6,0,5,1,Offensive Language,Pau a hoe. How u gon play after the trade deadline,50,pau a hoe how u gon play after the trade deadline,pau hoe u gon play trade deadline,1
3,0,3,0,Offensive Language,"#10ThingsThatGetsOnMyNerves Needy hoes, ratchet Hoes, sideline hoes, Beggin' hoes, dumb hoes, looking for love on Facebook hoes..",129,thingsthatgetsonmynerves needy hoes ratchet hoes sideline hoes beggin hoes dumb hoes looking for love on facebook hoes,thingsthatgetsonmynerves needy hoe ratchet hoe sideline hoe beggin hoe dumb hoe looking love facebook hoe,1
6,0,6,0,Offensive Language,"RT @JoeBudden: Young, attractive, successful, supportive, faithful man w his own everything..u think bringing solely pussy to the table is &#8230;",146,young attractive successful supportive faithful man w his own everythingu think bringing solely pussy to the table is,young attractive successful supportive faithful man w everythingu think bringing solely pussy table,1
3,0,3,0,Offensive Language,RT @SheswantstheD: Lmao how niggas be with the side hoe http://t.co/Y0sja0dyFM,78,lmao how niggas be with the side hoe,lmao nigga side hoe,1
3,0,0,3,Neither,#PacerNation 4/4 on the road! Perfect way to continue after #iubb have finished #NBA #Pacers #indiana #hoosiers,111,pacernation on the road perfect way to continue after iubb have finished nba pacers indiana hoosiers,pacernation road perfect way continue iubb finished nba pacer indiana hoosier,2
6,0,6,0,Offensive Language,' Mann these hoes get nothin ! &#1041233; But some dick and instructions ! &#1041204; If she with mee she fucccccckn ! I said I... http://t.co/1FN2TegZHh,153,mann these hoes get nothin but some dick and instructions if she with mee she fucccccckn i said i,mann hoe get nothin dick instruction mee fucccccckn said,1
3,0,3,0,Offensive Language,"&#8220;@IsThatJamesBond: ""@BluntsNextDoor: Good pussy have a Nigga like http://t.co/PSBglHnq8Q"" funniest thing I've ever seen on my tl &#128557;&#128557;&#128557;&#8221;",169,good pussy have a nigga like funniest thing ive ever seen on my tl,good pussy nigga like funniest thing ive ever seen tl,1
3,0,3,0,Offensive Language,RT @lilduval: Most of worried about looking like a hoe. Gon regret it when u get older. Cuz u missing out on a lot of fun,121,most of worried about looking like a hoe gon regret it when u get older cuz u missing out on a lot of fun,worried looking like hoe gon regret u get older cuz u missing lot fun,1
3,0,3,0,Offensive Language,I should've fought you when I was over there if only I was myself and I haven't popped that talking about u only need two hits bitch please,139,i shouldve fought you when i was over there if only i was myself and i havent popped that talking about u only need two hits bitch please,shouldve fought havent popped talking u need two hit bitch please,1
3,0,3,0,Offensive Language,RT @mirah_101: I think I'm addicted to naked pictures and sitting taking bout bitches that we almost had&#128517;,113,i think im addicted to naked pictures and sitting taking bout bitches that we almost had,think im addicted naked picture sitting taking bout bitch almost,1
3,0,3,0,Offensive Language,Silly bitch shit never sleeps huh..,35,silly bitch shit never sleeps huh,silly bitch shit never sleep huh,1
3,1,2,0,Offensive Language,Happy birthday to the biggest retard out there. Youre my favorite retard though @jennahnorberg happy birthday nigs,114,happy birthday to the biggest retard out there youre my favorite retard though happy birthday nigs,happy birthday biggest retard youre favorite retard though happy birthday nigs,1
3,0,3,0,Offensive Language,RT @3amado_carrillo: Just checked my watch n that bitch said sometimes,70,just checked my watch n that bitch said sometimes,checked watch n bitch said sometimes,1
3,0,2,1,Offensive Language,"In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/nMua12yr2W http://t.co/qi1YqNmemw",115,in hopes of recruiting more women isis opens jihadi finishing school,hope recruiting woman isi open jihadi finishing school,1
6,0,6,0,Offensive Language,Im a south side niggah fuck around fuck around,46,im a south side niggah fuck around fuck around,im south side niggah fuck around fuck around,1
3,0,3,0,Offensive Language,Got good pussy. But ion eat her tho.,36,got good pussy but ion eat her tho,got good pussy ion eat tho,1
3,0,3,0,Offensive Language,RT @J_Kwest: @HarveyWordman b in da pussy 2 mins like http://t.co/dnrCMkg5oo,76,b in da pussy mins like,b da pussy min like,1
3,0,3,0,Offensive Language,@HuffingtonPost the little cunt can just die for all I care!,60,the little cunt can just die for all i care,little cunt die care,1
3,0,3,0,Offensive Language,Some bitches are relentless. You can curve her a hundred times and she still wants the dick,91,some bitches are relentless you can curve her a hundred times and she still wants the dick,bitch relentless curve hundred time still want dick,1
3,0,0,3,Neither,2 adult human skulls found in trash http://t.co/VcsNP9ejV9,58,adult human skulls found in trash,adult human skull found trash,2
6,0,6,0,Offensive Language,Fucked the shit out yo bitch earlier she said she couldn't stand straight,73,fucked the shit out yo bitch earlier she said she couldnt stand straight,fucked shit yo bitch earlier said couldnt stand straight,1
6,2,4,0,Offensive Language,"' Niggah said "" my girl off limits thirsty niggahs stay out her inbox "" But the bitch look like Kunta Kintes... http://t.co/VeqZF9IK6Q",134,niggah said my girl off limits thirsty niggahs stay out her inbox but the bitch look like kunta kintes,niggah said girl limit thirsty niggahs stay inbox bitch look like kunta kintes,1
3,0,3,0,Offensive Language,@YoungRecklesss_ nahh bitch yu always playn yu almost got her feelings hurt,75,nahh bitch yu always playn yu almost got her feelings hurt,nahh bitch yu always playn yu almost got feeling hurt,1
3,0,1,2,Neither,That'd been a ghetto little meal,32,thatd been a ghetto little meal,thatd ghetto little meal,2
3,0,3,0,Offensive Language,@JerGucci ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao,109,ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao,ur avi prolly shoot dust phone cuz shit old u cat fishing bitch lmao,1
3,0,3,0,Offensive Language,K.Michelle shaped but it's FAKE!She pretty but she a manly bitch.And the little mermaid hair just looks foolish.,112,kmichelle shaped but its fakeshe pretty but she a manly bitchand the little mermaid hair just looks foolish,kmichelle shaped fakeshe pretty manly bitchand little mermaid hair look foolish,1
4,1,3,0,Offensive Language,CNT nobody be mad at who he choose to be with I can't be mad at no bitch its the nigga so hay,93,cnt nobody be mad at who he choose to be with i cant be mad at no bitch its the nigga so hay,cnt nobody mad choose cant mad bitch nigga hay,1
3,0,0,3,Neither,"Oreo Ice Cream Sandwich http://t.co/RM0KsY99Bc""",47,oreo ice cream sandwich,oreo ice cream sandwich,2
